,Education,Marital_Status,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Children,Gasto_Total
717,Graduation,Con Pareja,25851.0,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,0,46,1,48
718,Graduation,Soltero,58710.0,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,0,54,1,1185
719,Graduation,Soltero,45160.0,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,0,66,2,21
720,Master,Con Pareja,74806.0,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,0,59,1,965
721,Graduation,Con Pareja,59111.0,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,0,70,0,869
722,Doctorate,Con Pareja,18988.0,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,0,40,1,16
723,Graduation,Con Pareja,72190.0,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,0,59,0,1947
724,Graduation,Con Pareja,7500.0,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,0,1,48,1,71
725,Graduation,Con Pareja,44794.0,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,58,1,65
726,Graduation,Con Pareja,80395.0,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,0,69,0,1380
727,Master,Soltero,75012.0,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,0,48,0,1027
729,Graduation,Con Pareja,89891.0,17,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,0,33,0,836
730,Doctorate,Soltero,35946.0,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,0,75,2,11
733,Doctorate,Soltero,45072.0,74,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0,0,76,3,284
735,Graduation,Con Pareja,72025.0,46,967,0,617,43,50,0,1,4,8,13,2,0,1,1,1,0,0,1,75,0,1677
736,Graduation,Con Pareja,67432.0,69,432,79,341,177,136,170,2,8,5,4,4,0,0,0,0,0,0,0,51,1,1335
737,Master,Con Pareja,70545.0,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,0,72,1,334
738,NoGraduation,Con Pareja,17487.0,37,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,0,35,1,18
739,Graduation,Con Pareja,62882.0,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,0,55,1,1338
740,Doctorate,Soltero,64108.0,8,948,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,0,0,71,1,1099
741,Master,Con Pareja,34941.0,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,0,68,2,97
742,Doctorate,Soltero,48767.0,79,28,1,21,3,0,10,3,2,1,3,5,0,0,0,0,0,0,0,74,3,63
743,NoGraduation,Con Pareja,38702.0,71,13,11,24,13,8,40,2,3,0,4,6,0,0,0,0,0,0,0,46,1,109
744,Graduation,Con Pareja,82224.0,83,307,26,360,138,31,40,1,6,9,5,3,0,0,0,1,0,0,0,60,0,902
745,Graduation,Con Pareja,83844.0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,72,0,1574
746,NoGraduation,Con Pareja,17003.0,37,2,5,12,4,8,7,3,2,0,4,5,0,0,0,0,0,0,0,49,1,38
747,Graduation,Soltero,71163.0,30,283,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,0,0,29,0,960
748,Graduation,Soltero,33697.0,34,4,3,7,0,3,11,1,1,0,2,7,1,0,0,0,0,0,0,54,1,28
749,NoGraduation,Con Pareja,63564.0,0,769,80,252,15,34,65,1,10,10,7,6,1,0,0,0,0,0,1,70,0,1215
750,Doctorate,Con Pareja,83443.0,89,518,42,742,55,56,84,1,6,10,5,2,0,0,0,0,0,0,0,52,0,1497
751,Doctorate,Con Pareja,51518.0,92,350,8,66,17,4,4,2,3,2,10,3,0,0,0,0,0,0,0,66,1,449
752,Graduation,Soltero,58330.0,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,49,1,1064
753,Graduation,Con Pareja,80952.0,20,778,178,689,41,27,44,1,8,5,11,8,0,1,1,1,0,0,1,55,0,1757
754,Graduation,Con Pareja,75507.0,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,45,0,1440
755,NoGraduation,Con Pareja,63855.0,28,359,35,314,93,116,89,1,7,3,13,4,0,0,0,0,0,0,0,46,0,1006
756,Doctorate,Con Pareja,62220.0,55,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,0,1,52,1,1226
757,Graduation,Con Pareja,58512.0,25,895,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,0,0,60,1,1171
758,Master,Con Pareja,40662.0,0,40,2,23,0,4,23,2,2,1,3,4,0,0,0,0,0,0,0,45,1,92
759,Doctorate,Con Pareja,38829.0,86,76,0,7,0,0,16,1,3,2,2,5,0,0,0,0,0,0,0,65,1,99
760,NoGraduation,Con Pareja,35523.0,8,11,5,22,12,5,11,2,3,0,3,7,0,0,0,0,0,0,0,43,1,66
761,Graduation,Soltero,79146.0,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,57,2,564
762,Master,Con Pareja,78285.0,13,647,107,391,175,67,40,1,6,4,10,3,0,0,0,0,0,0,0,36,0,1427
763,Doctorate,Soltero,31626.0,12,39,1,9,2,1,34,1,2,1,2,7,1,0,0,0,0,0,1,46,1,86
765,Graduation,Con Pareja,48726.0,90,138,3,38,4,0,59,3,3,2,4,6,0,0,0,0,0,0,0,69,1,242
766,Graduation,Con Pareja,74985.0,8,587,51,898,247,0,86,1,3,6,7,2,0,0,0,0,0,0,0,47,0,1869
767,Graduation,Con Pareja,67430.0,6,595,97,291,127,133,121,1,11,5,12,6,0,0,0,0,0,0,0,37,0,1364
768,NoGraduation,Con Pareja,46891.0,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,59,1,183
769,Master,Con Pareja,62058.0,52,301,7,74,10,0,58,4,6,1,7,6,0,0,0,0,0,0,0,68,1,450
770,Graduation,Con Pareja,72063.0,3,180,32,348,76,32,90,2,5,2,12,2,0,0,0,0,0,0,0,45,1,758
771,Doctorate,Con Pareja,78939.0,57,794,115,243,150,0,205,1,8,5,6,3,0,0,0,0,0,0,0,73,0,1507
773,Graduation,Con Pareja,33622.0,22,39,1,22,3,4,12,3,2,0,4,7,0,0,0,0,0,0,0,52,2,81
775,Graduation,Con Pareja,41452.0,86,13,0,3,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,71,2,16
776,Doctorate,Soltero,40760.0,64,70,0,17,0,0,6,2,2,1,3,6,0,0,0,0,0,0,0,59,1,93
778,Master,Soltero,51124.0,79,26,1,11,0,1,4,2,1,0,3,3,0,0,0,0,0,0,0,69,2,43
779,Graduation,Soltero,72258.0,28,522,0,522,227,120,134,2,6,9,5,2,0,0,0,0,0,0,0,53,1,1525
780,Doctorate,Soltero,71466.0,86,412,12,546,78,182,0,1,4,4,10,1,0,0,0,0,0,0,0,50,0,1230
781,Graduation,Con Pareja,36283.0,42,6,5,5,8,0,5,2,1,0,3,4,0,0,0,0,0,0,0,48,2,29
782,Graduation,Soltero,20587.0,39,2,3,6,4,1,9,1,1,1,2,7,0,0,0,0,0,0,0,54,1,25
783,Graduation,Con Pareja,30467.0,8,1,3,8,2,5,5,1,1,0,2,7,0,0,0,0,0,0,0,52,1,24
784,Graduation,Con Pareja,31590.0,40,6,2,15,6,6,3,1,1,0,3,8,0,0,0,0,0,0,0,52,1,38
785,NoGraduation,Con Pareja,20425.0,5,4,12,5,3,16,17,2,2,0,3,7,0,0,0,0,0,0,0,38,1,57
786,Master,Con Pareja,17144.0,96,18,2,19,0,2,6,5,3,0,4,7,0,0,0,0,0,0,0,64,2,47
787,Doctorate,Soltero,42564.0,28,324,48,186,39,18,198,6,6,8,4,7,1,0,0,0,0,0,1,56,1,813
788,Master,Con Pareja,43783.0,22,327,9,125,25,4,139,6,7,1,8,7,1,0,0,0,0,0,0,46,1,629
789,Graduation,Soltero,40780.0,30,229,27,71,13,3,34,4,7,1,5,9,0,0,0,0,0,0,0,48,1,377
790,Master,Con Pareja,62847.0,45,521,168,706,80,76,61,1,3,6,4,2,0,0,0,0,0,0,0,79,0,1612
791,Doctorate,Con Pareja,82017.0,58,184,23,446,30,23,23,1,5,4,7,2,0,1,1,1,0,0,1,67,0,729
792,Graduation,Soltero,16813.0,49,4,8,11,12,2,13,1,2,0,3,7,1,0,0,0,0,0,0,74,0,50
793,Graduation,Con Pareja,51267.0,37,183,2,64,7,2,12,4,3,3,5,4,0,0,0,0,0,0,0,46,2,270
794,Graduation,Soltero,46524.0,70,31,19,35,26,14,52,2,1,1,5,3,0,0,0,0,0,0,0,63,1,177
795,Master,Soltero,45183.0,33,219,3,60,12,9,12,1,4,1,7,7,0,1,0,0,0,0,0,62,0,315
796,Doctorate,Con Pareja,70421.0,98,479,28,136,75,14,35,3,10,3,7,6,0,0,0,0,0,0,0,70,1,767
797,NoGraduation,Soltero,60161.0,17,584,44,212,46,8,177,3,11,4,8,8,0,0,0,0,0,0,0,59,1,1071
798,Graduation,Con Pareja,73926.0,54,627,91,597,159,91,15,1,6,5,12,3,0,0,0,0,0,0,0,51,0,1580
799,Graduation,Con Pareja,19329.0,39,24,1,16,12,2,5,3,4,0,3,8,0,0,0,0,0,0,0,56,1,60
800,Master,Con Pareja,61872.0,81,330,5,159,36,27,16,4,4,4,9,4,0,0,0,0,0,0,0,54,1,573
801,Graduation,Soltero,46984.0,71,19,1,10,2,1,8,1,1,0,3,5,0,0,0,0,0,0,0,68,2,41
802,Graduation,Con Pareja,34838.0,62,28,23,29,29,14,47,3,2,1,4,6,0,0,0,0,0,0,0,73,2,170
803,Doctorate,Soltero,82716.0,8,606,148,228,15,148,22,1,6,8,13,2,0,0,0,0,0,0,0,80,0,1167
804,Graduation,Con Pareja,48192.0,76,1039,43,204,153,58,29,3,2,8,12,8,0,1,0,1,1,0,1,66,0,1526
805,Master,Con Pareja,49681.0,66,411,0,26,0,0,21,6,7,1,7,7,0,0,0,0,0,0,0,48,2,458
806,Master,Con Pareja,56850.0,83,34,1,19,2,7,0,1,1,1,3,2,0,0,0,0,0,0,0,53,1,63
807,Graduation,Con Pareja,55267.0,28,161,28,136,32,3,45,4,3,4,6,3,0,0,0,0,0,0,0,67,1,405
809,Graduation,Soltero,72504.0,43,604,26,470,123,161,94,2,5,9,6,2,0,0,0,0,0,0,0,52,1,1478
810,Graduation,Con Pareja,26872.0,0,3,10,8,3,16,32,1,1,1,2,6,0,0,0,0,0,0,0,43,0,72
811,Graduation,Soltero,21359.0,1,12,2,17,6,1,10,2,2,0,3,8,0,0,0,0,0,0,1,52,1,48
812,Graduation,Soltero,73170.0,1,184,174,256,50,30,32,1,5,4,6,2,0,0,0,0,0,0,0,49,0,726
813,Master,Con Pareja,52750.0,72,393,0,239,90,69,69,6,5,7,9,4,0,0,0,0,0,0,0,69,1,860
814,Doctorate,Con Pareja,91820.0,72,410,73,747,76,161,30,0,5,5,12,1,0,0,0,0,0,0,0,38,0,1497
815,Doctorate,Con Pareja,65968.0,12,376,9,83,19,4,4,2,5,4,7,3,0,0,0,0,0,0,0,54,1,495
816,Graduation,Con Pareja,30772.0,89,7,2,4,2,1,4,1,1,0,2,6,0,0,0,0,0,0,0,48,2,20
817,Graduation,Soltero,22507.0,67,68,0,226,51,157,68,3,10,2,4,9,0,0,0,0,0,0,0,70,0,570
818,Graduation,Con Pareja,65685.0,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0,52,1,769
819,NoGraduation,Con Pareja,25804.0,34,8,7,9,13,6,12,2,2,0,3,8,0,0,0,0,0,0,0,46,1,55
820,Doctorate,Soltero,76412.0,15,840,53,804,23,71,17,1,5,4,8,3,0,0,1,1,0,0,1,44,0,1808
821,Graduation,Con Pareja,22063.0,43,7,10,13,3,11,11,2,2,0,3,7,0,0,0,0,0,0,0,52,1,55
822,Graduation,Soltero,57091.0,0,464,5,64,7,0,37,1,7,3,7,5,0,0,0,0,1,0,1,63,0,577
823,Graduation,Con Pareja,22419.0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0,61,0,162
825,NoGraduation,Soltero,78353.0,51,752,122,476,39,153,34,1,10,2,11,8,0,0,0,0,0,0,0,65,1,1576
827,Graduation,Soltero,37859.0,75,22,1,8,2,1,2,2,1,0,3,8,0,0,0,0,0,0,0,62,3,36
828,Doctorate,Soltero,80995.0,83,860,28,409,73,56,56,1,8,9,4,4,0,0,0,0,0,0,0,66,1,1482
829,Graduation,Con Pareja,16529.0,23,3,0,5,13,0,1,1,1,0,3,6,0,0,0,0,0,0,0,40,1,22
830,Doctorate,Soltero,55412.0,65,10,5,28,11,1,8,1,2,0,3,5,0,0,0,0,0,0,0,48,2,63
831,Graduation,Soltero,48789.0,94,351,16,156,7,5,145,1,6,4,7,6,0,0,0,0,0,0,0,32,0,680
832,Doctorate,Con Pareja,56575.0,42,421,5,90,0,16,10,3,7,3,7,5,0,0,0,0,0,0,0,57,2,542
833,NoGraduation,Con Pareja,25130.0,10,2,5,7,0,18,18,2,2,0,3,7,0,0,0,0,0,0,0,44,1,50
834,Graduation,Con Pareja,35441.0,94,25,1,9,2,1,1,2,1,0,3,8,0,0,0,0,0,0,0,57,2,39
835,Graduation,Con Pareja,71391.0,50,336,123,274,46,123,141,5,6,5,12,3,0,0,0,0,0,0,0,68,1,1043
836,Master,Soltero,49494.0,46,191,9,97,0,6,82,2,6,1,5,7,0,0,0,0,0,0,0,52,1,385
837,Graduation,Soltero,81702.0,98,563,50,774,28,31,187,1,7,7,12,3,0,0,0,0,0,0,0,44,0,1633
838,NoGraduation,Soltero,45889.0,42,31,0,6,0,1,8,1,1,0,3,6,0,0,0,0,0,0,0,44,1,46
839,Graduation,Soltero,56628.0,30,479,5,82,7,17,171,2,7,6,5,5,1,0,0,0,0,0,0,47,1,761
840,Graduation,Con Pareja,34026.0,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,74,2,76
841,Graduation,Con Pareja,40049.0,61,91,65,52,10,44,28,3,3,2,6,5,0,0,0,0,0,0,0,50,1,290
842,Graduation,Soltero,34176.0,12,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,0,36,1,89
843,Graduation,Con Pareja,19419.0,76,2,14,28,16,3,7,4,4,0,3,9,0,0,0,0,0,0,0,43,1,70
844,NoGraduation,Con Pareja,82504.0,2,362,50,431,134,35,54,1,3,6,7,1,0,0,0,0,0,0,0,64,0,1066
845,Graduation,Con Pareja,81205.0,43,724,74,929,97,55,130,1,5,6,7,2,1,0,1,0,1,0,1,54,0,2009
846,NoGraduation,Soltero,61618.0,27,605,91,399,0,45,205,2,3,6,8,3,0,0,0,0,0,0,0,33,0,1345
847,Master,Soltero,55284.0,60,547,7,140,0,7,63,3,7,5,8,5,0,0,0,0,0,0,0,68,1,764
848,Graduation,Soltero,49980.0,79,104,1,54,13,9,14,2,3,1,5,5,0,0,0,0,0,0,0,61,1,195
849,Graduation,Con Pareja,15072.0,96,8,2,15,0,10,18,4,3,1,3,5,0,0,0,0,0,0,0,44,2,53
850,Graduation,Soltero,49166.0,17,224,2,25,7,0,110,2,5,3,3,6,0,0,0,0,0,0,0,50,1,368
851,Doctorate,Con Pareja,65324.0,0,384,0,102,21,32,5,3,6,2,9,4,0,0,0,0,0,0,0,70,1,544
852,NoGraduation,Con Pareja,82347.0,38,556,54,845,202,133,63,1,7,7,10,3,1,0,0,1,0,0,0,67,0,1853
853,Doctorate,Con Pareja,30843.0,43,24,0,2,0,0,9,2,1,1,2,5,1,0,0,0,0,0,0,58,2,35
854,Doctorate,Con Pareja,46374.0,1,408,0,21,0,0,17,3,7,1,7,8,0,1,0,1,0,0,1,50,1,446
856,Master,Con Pareja,38576.0,2,34,0,7,0,0,0,1,1,0,3,7,0,0,0,0,0,0,0,51,1,41
857,Graduation,Con Pareja,55357.0,66,374,64,116,84,25,64,3,6,2,11,5,0,0,0,0,0,0,0,39,2,727
858,Graduation,Con Pareja,37758.0,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,58,2,40
859,NoGraduation,Con Pareja,85710.0,5,600,20,350,29,30,33,1,6,9,10,2,0,0,1,0,0,0,0,35,0,1062
860,Graduation,Con Pareja,23228.0,71,13,2,18,6,1,0,2,2,0,3,8,0,0,0,0,0,0,0,55,1,40
861,Master,Con Pareja,44602.0,35,167,2,89,0,0,34,6,6,1,4,8,0,0,0,0,0,0,0,55,2,292
862,Graduation,Con Pareja,7500.0,94,0,2,3,4,1,5,1,0,0,3,6,0,0,0,0,0,0,0,37,0,15
863,NoGraduation,Con Pareja,38683.0,80,46,35,69,84,41,66,6,4,1,6,7,0,0,0,0,0,0,0,35,1,341
864,NoGraduation,Soltero,49514.0,61,88,39,78,58,13,93,2,6,1,4,7,0,0,0,0,0,0,0,49,1,369
865,Doctorate,Con Pareja,57906.0,29,243,11,119,10,3,15,3,4,2,8,4,0,0,0,0,0,0,0,51,1,401
866,Master,Soltero,43456.0,0,275,11,68,25,7,7,3,5,1,8,5,0,0,0,0,0,0,0,58,1,393
867,Master,Soltero,19485.0,80,6,0,4,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,38,2,10
868,Graduation,Con Pareja,53172.0,54,121,62,90,68,20,125,3,2,3,8,3,0,0,0,0,0,0,0,46,1,486
869,Graduation,Con Pareja,30545.0,71,4,12,15,19,7,12,2,2,0,3,7,0,0,0,0,0,0,0,45,1,69
871,Graduation,Soltero,62450.0,61,515,47,267,62,66,38,2,5,5,4,3,0,1,0,0,0,0,0,65,1,995
872,Graduation,Con Pareja,21675.0,55,4,0,16,17,4,4,3,4,0,3,7,0,0,0,0,0,0,0,48,1,45
873,NoGraduation,Soltero,42395.0,35,48,13,57,24,15,25,4,3,1,4,7,0,0,0,0,0,0,0,43,2,182
874,Master,Con Pareja,61346.0,34,562,58,168,43,16,142,1,5,7,10,3,0,0,0,0,0,0,0,46,1,989
875,Graduation,Con Pareja,80812.0,95,769,22,500,210,143,33,1,4,8,5,2,1,0,1,1,0,0,0,71,0,1677
877,Graduation,Con Pareja,39922.0,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,41,1,156
878,Master,Soltero,86424.0,12,387,68,569,89,45,68,1,6,9,12,1,0,0,0,0,0,0,0,68,0,1226
879,NoGraduation,Con Pareja,17117.0,96,12,23,38,30,18,7,4,3,1,3,9,0,0,0,0,0,0,0,46,1,128
880,Graduation,Soltero,24762.0,16,6,10,12,3,15,40,3,3,1,2,8,1,0,0,0,0,0,1,52,1,86
881,Graduation,Con Pareja,35797.0,16,27,1,14,4,1,21,2,2,0,3,8,0,0,0,0,0,0,0,49,1,68
882,Graduation,Soltero,36627.0,78,9,1,5,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,49,2,16
883,NoGraduation,Con Pareja,51111.0,83,22,0,19,6,5,3,2,2,0,3,6,0,0,0,0,0,0,0,43,2,55
884,Doctorate,Soltero,86857.0,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,1,52,0,2114
885,Doctorate,Con Pareja,82072.0,67,889,55,685,168,92,129,1,3,2,13,1,0,0,0,0,0,0,0,54,0,2018
886,Doctorate,Soltero,46231.0,87,189,2,55,0,5,12,4,6,1,4,9,0,0,0,0,0,0,0,71,3,263
887,Graduation,Con Pareja,42243.0,34,48,0,2,0,0,5,2,2,0,3,7,0,0,0,0,0,0,0,65,2,55
889,Master,Soltero,68092.0,7,852,60,207,78,36,48,2,2,6,10,5,0,0,0,0,0,0,0,46,0,1281
890,Graduation,Con Pareja,31814.0,73,35,3,20,4,1,20,2,2,0,3,9,1,0,0,0,0,0,0,51,1,83
891,Master,Soltero,51390.0,54,205,20,47,23,2,56,6,5,2,5,5,0,0,0,0,0,0,0,59,2,353
892,Graduation,Con Pareja,76630.0,93,255,31,446,40,56,175,1,3,10,11,1,0,0,0,0,0,0,0,41,0,1003
893,NoGraduation,Soltero,26868.0,52,0,0,1,8,3,2,1,1,0,2,7,0,0,0,0,0,0,0,33,1,14
894,Doctorate,Soltero,48948.0,53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,0,1,81,0,902
895,Doctorate,Soltero,55260.0,81,825,8,53,11,0,242,2,8,10,5,6,0,0,0,0,0,0,0,52,1,1139
896,Graduation,Con Pareja,64090.0,8,316,58,161,76,51,135,1,6,9,4,5,0,0,0,0,0,0,1,68,1,797
897,Graduation,Soltero,78331.0,97,756,138,354,160,169,61,2,10,6,7,4,0,0,0,0,0,0,0,66,1,1638
898,Doctorate,Con Pareja,37087.0,50,194,55,134,15,0,3,3,4,2,8,6,0,0,0,0,0,0,0,50,1,401
899,Graduation,Soltero,21846.0,38,7,17,18,6,10,26,4,4,0,3,8,0,0,0,0,0,0,0,38,1,84
900,Graduation,Con Pareja,81320.0,61,183,33,493,59,103,57,1,4,3,10,2,0,0,0,0,0,0,0,66,0,928
901,Graduation,Soltero,54137.0,46,171,0,11,0,1,20,2,4,1,4,6,0,0,0,0,0,0,0,54,1,203
902,Graduation,Con Pareja,66825.0,73,243,101,405,29,40,40,1,4,5,6,2,0,0,0,0,0,0,0,57,0,858
903,Graduation,Con Pareja,57100.0,19,181,21,69,39,3,96,1,3,3,6,3,0,0,0,0,0,0,0,51,0,409
904,Graduation,Con Pareja,58917.0,10,151,7,89,0,7,28,5,4,1,6,5,0,0,0,0,0,0,0,55,3,282
905,Graduation,Soltero,85072.0,94,494,92,391,194,11,241,1,3,4,10,0,0,0,0,0,0,0,0,47,0,1423
906,Graduation,Soltero,86429.0,10,464,28,873,29,18,37,0,7,4,7,2,0,0,0,1,0,0,1,63,0,1449
907,Graduation,Soltero,45684.0,37,5,1,5,10,0,7,1,1,0,2,7,0,0,0,0,0,0,0,53,1,28
908,Graduation,Con Pareja,47889.0,94,29,0,29,0,5,4,1,2,0,3,5,0,0,0,0,0,0,0,50,1,67
909,Doctorate,Con Pareja,45921.0,23,102,9,49,24,3,12,1,2,1,6,4,0,0,0,0,0,0,0,38,0,199
910,Doctorate,Soltero,78420.0,75,604,28,674,91,28,28,1,3,10,8,1,0,0,0,0,0,0,0,58,0,1453
911,Graduation,Con Pareja,75114.0,40,571,12,523,63,60,24,1,3,10,5,2,0,0,0,0,0,0,0,32,0,1253
912,Doctorate,Soltero,52278.0,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,1,61,1,1198
913,Master,Con Pareja,35641.0,11,63,3,67,8,9,28,2,3,1,4,7,0,0,0,0,0,0,1,52,1,178
914,Graduation,Soltero,95529.0,29,770,29,890,250,27,24,1,7,3,7,3,0,0,1,0,0,0,1,30,0,1990
915,Graduation,Con Pareja,62820.0,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0,70,0,976
916,Master,Con Pareja,73113.0,86,741,19,154,50,9,28,1,3,4,7,2,0,0,0,0,0,0,0,64,0,1001
918,NoGraduation,Soltero,42607.0,30,156,29,56,30,32,47,2,3,2,7,3,0,0,0,0,0,0,0,70,1,350
919,Doctorate,Soltero,74637.0,73,960,64,464,146,0,16,1,6,9,9,3,0,0,0,1,0,0,0,70,0,1650
920,Doctorate,Con Pareja,46015.0,25,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,0,0,69,2,46
921,Graduation,Soltero,72354.0,67,315,26,473,220,12,182,1,2,10,6,1,0,0,0,0,0,0,0,31,0,1228
922,Master,Soltero,39858.0,67,15,20,25,2,7,26,1,2,0,4,6,0,0,0,0,0,0,1,55,1,95
923,Doctorate,Con Pareja,34469.0,58,19,6,20,0,5,12,3,1,1,4,4,0,0,0,0,0,0,0,76,2,62
924,Graduation,Con Pareja,83033.0,82,812,99,431,237,149,33,1,11,4,10,5,0,0,0,1,0,0,0,38,1,1761
925,Master,Con Pareja,24401.0,98,73,28,217,10,24,115,3,6,1,6,8,0,0,0,0,0,0,0,45,0,467
926,Graduation,Con Pareja,77583.0,93,372,23,384,250,12,108,1,4,5,9,2,0,0,0,1,0,0,0,46,0,1149
927,NoGraduation,Soltero,74116.0,53,871,111,704,145,55,166,1,4,4,10,2,0,1,0,0,0,0,0,42,0,2052
928,Graduation,Soltero,74293.0,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,0,31,0,1127
929,Doctorate,Con Pareja,68397.0,6,760,80,466,17,13,80,1,6,9,5,3,0,0,0,0,0,0,0,48,1,1416
930,Doctorate,Con Pareja,79632.0,42,471,0,510,99,21,12,1,6,4,9,2,0,0,0,0,0,0,0,50,0,1113
931,Graduation,Soltero,46107.0,78,31,9,27,16,9,33,1,1,1,4,3,0,0,0,0,0,0,0,35,1,125
932,Doctorate,Soltero,64950.0,29,819,0,72,12,0,63,2,11,2,10,7,0,1,0,0,0,0,0,73,1,966
933,NoGraduation,Con Pareja,25443.0,82,1,4,3,8,9,7,1,1,0,3,8,0,0,0,0,0,0,0,35,1,32
935,Doctorate,Con Pareja,32892.0,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,0,53,1,46
936,Graduation,Con Pareja,71796.0,54,354,21,311,167,75,32,1,9,3,4,4,0,0,0,0,0,0,0,53,0,960
938,Graduation,Soltero,55239.0,59,371,17,238,23,24,106,3,7,5,11,5,0,0,0,0,0,0,0,53,1,779
939,Doctorate,Soltero,60554.0,8,588,7,76,110,15,15,2,8,4,9,6,0,0,0,0,0,0,0,49,1,811
941,Doctorate,Con Pareja,56067.0,51,517,12,54,16,6,120,2,7,4,7,5,0,0,0,0,0,0,0,62,1,725
942,Graduation,Soltero,82025.0,76,267,98,606,48,70,98,1,3,2,6,1,0,0,1,0,0,0,1,41,0,1187
943,Graduation,Con Pareja,94384.0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,1,71,0,2302
944,NoGraduation,Soltero,14906.0,86,7,7,14,7,16,15,3,2,1,3,7,0,0,0,0,0,0,0,38,0,66
946,NoGraduation,Con Pareja,57937.0,56,261,42,144,55,48,133,3,4,4,9,3,0,0,0,0,0,0,0,42,1,683
947,Graduation,Soltero,68274.0,83,135,25,51,23,25,46,2,4,2,5,3,0,0,0,0,0,0,0,45,2,305
948,Graduation,Con Pareja,39771.0,92,6,2,18,2,8,14,1,2,0,3,4,0,0,0,0,0,0,0,47,1,50
949,NoGraduation,Soltero,67893.0,31,711,28,142,49,18,47,2,3,2,9,8,0,0,0,0,0,0,0,49,1,995
950,Doctorate,Con Pareja,27922.0,80,11,0,13,2,4,11,1,2,0,3,4,0,0,0,0,0,0,0,45,1,41
951,Doctorate,Con Pareja,52190.0,39,42,0,17,0,0,18,3,2,1,3,5,1,0,0,0,0,0,0,48,2,77
952,Master,Soltero,44051.0,20,79,7,58,6,3,18,4,3,1,4,6,0,0,0,0,0,0,1,51,2,171
953,Doctorate,Soltero,42767.0,53,20,6,43,19,5,38,1,3,1,2,8,0,0,0,0,0,0,0,53,2,131
954,Master,Con Pareja,46106.0,84,30,0,8,2,0,14,1,1,1,2,6,0,0,0,0,0,0,0,48,2,54
955,Doctorate,Con Pareja,16927.0,50,20,2,23,3,1,4,5,3,0,4,8,0,0,0,0,0,0,0,48,2,53
956,Graduation,Con Pareja,59754.0,96,115,27,44,4,146,139,3,5,2,6,5,0,0,0,0,0,0,1,59,1,475
